test,enroll,score,lang,up_votes,down_votes,speaker_id,validation,score_bin
common_voice_et_18314618.mp3,common_voice_et_18314634.mp3,0.1072,et,2,0,165,Different Speaker,< 0.2
common_voice_et_20836819.mp3,common_voice_et_24925783.mp3,0.3928,et,2,0,904,Different Speaker,< 0.4
common_voice_et_25233790.mp3,common_voice_et_28570091.mp3,0.3741,et,2,0,965,Not Sure,< 0.4
common_voice_et_30691057.mp3,common_voice_et_30691173.mp3,0.2403,et,2,1,561,Same Speaker,< 0.3
common_voice_et_18312185.mp3,common_voice_et_18312310.mp3,0.4754,et,2,0,546,Same Speaker,< 0.5
common_voice_et_24908465.mp3,common_voice_et_24917227.mp3,0.1022,et,2,0,766,Different Speaker,< 0.2
common_voice_et_30706929.mp3,common_voice_et_30706960.mp3,0.725,et,2,0,608,Same Speaker,< 1.0
common_voice_et_20839819.mp3,common_voice_et_20839855.mp3,0.0844,et,2,0,738,Different Speaker,< 0.1
common_voice_et_21792129.mp3,common_voice_et_21796201.mp3,0.001,et,2,0,400,Different Speaker,< 0.1
common_voice_et_21883802.mp3,common_voice_et_21883831.mp3,0.8532,et,3,0,205,Same Speaker,< 1.0
common_voice_et_24867655.mp3,common_voice_et_24867917.mp3,0.2267,et,2,0,752,Different Speaker,< 0.3
common_voice_et_20839821.mp3,common_voice_et_20839855.mp3,0.0377,et,2,0,738,Different Speaker,< 0.1
common_voice_et_18312411.mp3,common_voice_et_20807421.mp3,0.1742,et,2,0,799,Different Speaker,< 0.2
common_voice_et_20836838.mp3,common_voice_et_24925783.mp3,0.3845,et,2,0,904,Different Speaker,< 0.4
common_voice_et_32543253.mp3,common_voice_et_32543511.mp3,0.4758,et,2,0,961,Different Speaker,< 0.5
common_voice_et_18312354.mp3,common_voice_et_20807421.mp3,0.1629,et,2,0,799,Audio Quality Issue,< 0.2
common_voice_et_24917092.mp3,common_voice_et_24917227.mp3,0.0928,et,2,0,766,Different Speaker,< 0.1
common_voice_eu_18537415.mp3,common_voice_eu_18605870.mp3,0.2206,eu,2,0,7512,Different Speaker,< 0.3
common_voice_eu_20176676.mp3,common_voice_eu_20177880.mp3,0.093,eu,2,0,7840,Same Speaker,< 0.1
common_voice_eu_39381569.mp3,common_voice_eu_39386128.mp3,0.2294,eu,2,0,8162,Same Speaker,< 0.3
common_voice_eu_18759956.mp3,common_voice_eu_18760286.mp3,0.1161,eu,2,0,7719,Different Speaker,< 0.2
common_voice_eu_38702297.mp3,common_voice_eu_38702299.mp3,0.83,eu,2,0,6460,Same Speaker,< 1.0
common_voice_eu_18626378.mp3,common_voice_eu_21205929.mp3,0.7773,eu,2,0,8316,Same Speaker,< 1.0
common_voice_eu_38596486.mp3,common_voice_eu_38629215.mp3,0.7039,eu,2,0,8332,Same Speaker,< 1.0
common_voice_eu_18475590.mp3,common_voice_eu_18587567.mp3,0.4734,eu,2,0,8329,Same Speaker,< 0.5
common_voice_eu_39272486.mp3,common_voice_eu_39272669.mp3,0.3637,eu,3,0,4152,Same Speaker,< 0.4
common_voice_eu_38980080.mp3,common_voice_eu_38982640.mp3,0.4808,eu,10,0,8334,Same Speaker,< 0.5
common_voice_eu_39339652.mp3,common_voice_eu_39339690.mp3,0.2513,eu,2,0,3518,Different Speaker,< 0.3
common_voice_eu_38802944.mp3,common_voice_eu_38802969.mp3,0.8236,eu,3,0,7221,Same Speaker,< 1.0
common_voice_eu_39111067.mp3,common_voice_eu_39449503.mp3,-0.0019,eu,4,0,8359,Missing Speech,< 0.1
common_voice_eu_31500561.mp3,common_voice_eu_39972515.mp3,0.3184,eu,2,0,8264,Same Speaker,< 0.4
common_voice_eu_18760108.mp3,common_voice_eu_18760206.mp3,0.1931,eu,2,0,7844,Different Speaker,< 0.2
common_voice_eu_39450011.mp3,common_voice_eu_39454290.mp3,0.0953,eu,2,0,7717,Different Speaker,< 0.1
common_voice_eu_18763454.mp3,common_voice_eu_18766286.mp3,0.3904,eu,2,0,8288,Same Speaker,< 0.4
common_voice_eu_38149824.mp3,common_voice_eu_40183758.mp3,0.4652,eu,2,0,8231,Same Speaker,< 0.5
common_voice_eu_38672733.mp3,common_voice_eu_38924220.mp3,0.286,eu,8,0,8136,Same Speaker,< 0.3
common_voice_eu_18590437.mp3,common_voice_eu_18590464.mp3,0.2519,eu,2,0,6754,Different Speaker,< 0.3
common_voice_eu_39351112.mp3,common_voice_eu_39655255.mp3,0.0828,eu,2,0,8357,Missing Speech,< 0.1
common_voice_eu_18962532.mp3,common_voice_eu_18962784.mp3,0.8553,eu,2,0,8164,Same Speaker,< 1.0
common_voice_eu_39450595.mp3,common_voice_eu_39454801.mp3,0.1268,eu,2,0,7651,Same Speaker,< 0.2
common_voice_eu_38950051.mp3,common_voice_eu_39386327.mp3,0.3721,eu,2,0,8307,Different Speaker,< 0.4
common_voice_eu_29060516.mp3,common_voice_eu_29063002.mp3,0.0569,eu,2,0,8051,Same Speaker,< 0.1
common_voice_eu_38612646.mp3,common_voice_eu_39536708.mp3,0.4971,eu,2,0,7845,Same Speaker,< 0.5
common_voice_eu_39526091.mp3,common_voice_eu_39526846.mp3,0.1448,eu,3,0,7542,Different Speaker,< 0.2
common_voice_eu_21835988.mp3,common_voice_eu_21851123.mp3,0.1464,eu,2,0,8343,Different Speaker,< 0.2
common_voice_eu_39492762.mp3,common_voice_eu_39531536.mp3,0.4049,eu,2,0,8235,Same Speaker,< 0.5
common_voice_eu_38632231.mp3,common_voice_eu_39764600.mp3,0.3894,eu,4,0,8086,Same Speaker,< 0.4
common_voice_fi_25442352.mp3,common_voice_fi_30532908.mp3,0.6838,fi,2,0,214,Same Speaker,< 1.0
common_voice_fi_25814817.mp3,common_voice_fi_25941615.mp3,0.2021,fi,2,0,209,Different Speaker,< 0.3
common_voice_fi_25691680.mp3,common_voice_fi_30532908.mp3,0.3703,fi,2,0,214,Same Speaker,< 0.4
common_voice_fi_25595050.mp3,common_voice_fi_30532908.mp3,0.4764,fi,2,0,214,Same Speaker,< 0.5
common_voice_fi_25814174.mp3,common_voice_fi_25941615.mp3,0.2254,fi,2,0,209,Different Speaker,< 0.3
common_voice_fi_25195855.mp3,common_voice_fi_25195889.mp3,0.4611,fi,2,0,120,Same Speaker,< 0.5
common_voice_fi_25932867.mp3,common_voice_fi_25941615.mp3,0.265,fi,2,0,209,Different Speaker,< 0.3
common_voice_fi_27390351.mp3,common_voice_fi_27390421.mp3,-0.0029,fi,2,0,98,Different Speaker,< 0.1
common_voice_fi_25932760.mp3,common_voice_fi_25941615.mp3,0.2508,fi,2,0,209,Different Speaker,< 0.3
common_voice_fi_25814713.mp3,common_voice_fi_25941615.mp3,0.1764,fi,2,0,209,Different Speaker,< 0.2
common_voice_fi_36534153.mp3,common_voice_fi_36546281.mp3,0.4318,fi,2,0,210,Same Speaker,< 0.5
common_voice_fi_25002830.mp3,common_voice_fi_25018074.mp3,0.3255,fi,2,0,208,Same Speaker,< 0.4
common_voice_fi_35992547.mp3,common_voice_fi_36546281.mp3,0.3846,fi,2,0,210,Same Speaker,< 0.4
common_voice_fi_25690887.mp3,common_voice_fi_30532908.mp3,0.7894,fi,2,0,214,Same Speaker,< 1.0
common_voice_fi_25049474.mp3,common_voice_fi_32292109.mp3,0.475,fi,8,0,199,Same Speaker,< 0.5
common_voice_fi_25814439.mp3,common_voice_fi_25941615.mp3,0.1822,fi,2,0,209,Different Speaker,< 0.2
common_voice_fi_23018056.mp3,common_voice_fi_23018687.mp3,0.7559,fi,2,1,167,Same Speaker,< 1.0
common_voice_fi_25645362.mp3,common_voice_fi_30532908.mp3,0.6703,fi,2,0,214,Same Speaker,< 1.0
common_voice_fi_25814598.mp3,common_voice_fi_25941615.mp3,0.1919,fi,2,0,209,Different Speaker,< 0.2
common_voice_fi_24992741.mp3,common_voice_fi_24993100.mp3,0.0649,fi,2,0,184,Different Speaker,< 0.1
common_voice_fi_23967527.mp3,common_voice_fi_23967564.mp3,0.4358,fi,2,0,172,Same Speaker,< 0.5
common_voice_fi_25814684.mp3,common_voice_fi_25941615.mp3,0.1412,fi,2,0,209,Different Speaker,< 0.2
common_voice_fi_25932843.mp3,common_voice_fi_25941615.mp3,0.3192,fi,2,0,209,Different Speaker,< 0.4
common_voice_fi_25814383.mp3,common_voice_fi_25941615.mp3,0.2172,fi,2,0,209,Different Speaker,< 0.3
common_voice_fi_25827485.mp3,common_voice_fi_25941615.mp3,0.1057,fi,2,0,209,Different Speaker,< 0.2
common_voice_fi_26676698.mp3,common_voice_fi_30532908.mp3,0.7877,fi,2,0,214,Same Speaker,< 1.0
common_voice_fi_25003308.mp3,common_voice_fi_25018074.mp3,0.3819,fi,2,0,208,Same Speaker,< 0.4
common_voice_fr_18920209.mp3,common_voice_fr_19000369.mp3,0.4949,fr,2,0,18136,Same Speaker,< 0.5
common_voice_fr_32885892.mp3,common_voice_fr_38580053.mp3,0.4742,fr,2,0,18174,Same Speaker,< 0.5
common_voice_fr_25306371.mp3,common_voice_fr_30988707.mp3,0.3725,fr,2,0,18164,Same Speaker,< 0.4
common_voice_fr_20425711.mp3,common_voice_fr_23853284.mp3,0.7304,fr,2,0,18178,Same Speaker,< 1.0
common_voice_fr_18906062.mp3,common_voice_fr_38156787.mp3,0.0336,fr,2,1,18179,Different Speaker,< 0.1
common_voice_fr_25160117.mp3,common_voice_fr_30988707.mp3,0.2792,fr,2,0,18164,Same Speaker,< 0.3
common_voice_fr_19315026.mp3,common_voice_fr_38156787.mp3,-0.0688,fr,2,1,18179,Different Speaker,< 0.1
common_voice_fr_18077047.mp3,common_voice_fr_18077413.mp3,-0.0021,fr,2,0,6919,Different Speaker,< 0.1
common_voice_fr_22128961.mp3,common_voice_fr_22129930.mp3,0.1345,fr,2,0,17021,Different Speaker,< 0.2
common_voice_fr_35616811.mp3,common_voice_fr_38166481.mp3,0.1594,fr,2,0,18168,Different Speaker,< 0.2
common_voice_fr_18899239.mp3,common_voice_fr_18901573.mp3,0.2376,fr,2,1,17474,Different Speaker,< 0.3
common_voice_fr_18020916.mp3,common_voice_fr_18062916.mp3,0.4143,fr,2,0,18149,Same Speaker,< 0.5
common_voice_fr_22131615.mp3,common_voice_fr_22136449.mp3,0.1494,fr,2,0,15820,Different Speaker,< 0.2
common_voice_fr_27450864.mp3,common_voice_fr_27994049.mp3,0.5536,fr,2,0,18176,Same Speaker,< 1.0
common_voice_fr_18133930.mp3,common_voice_fr_18134069.mp3,0.1364,fr,2,0,14889,Different Speaker,< 0.2
common_voice_fr_33387274.mp3,common_voice_fr_36412092.mp3,0.6526,fr,2,0,18173,Same Speaker,< 1.0
common_voice_fr_21951174.mp3,common_voice_fr_22009264.mp3,0.7976,fr,2,0,14372,Same Speaker,< 1.0
common_voice_fr_28290108.mp3,common_voice_fr_39907610.mp3,0.4214,fr,2,0,17846,Audio Quality Issue,< 0.5
common_voice_fr_18065106.mp3,common_voice_fr_18065180.mp3,0.3941,fr,2,0,17537,Same Speaker,< 0.4
common_voice_fr_17871896.mp3,common_voice_fr_24921773.mp3,0.8419,fr,2,0,18169,Same Speaker,< 1.0
common_voice_fr_17301082.mp3,common_voice_fr_17725670.mp3,0.1778,fr,3,0,17837,Different Speaker,< 0.2
common_voice_fr_17427653.mp3,common_voice_fr_38156787.mp3,0.0803,fr,2,0,18179,Different Speaker,< 0.1
common_voice_fr_31490088.mp3,common_voice_fr_38166481.mp3,0.233,fr,2,0,18168,Different Speaker,< 0.3
common_voice_fr_32824945.mp3,common_voice_fr_38580053.mp3,0.3331,fr,2,0,18174,Same Speaker,< 0.4
common_voice_fr_21599056.mp3,common_voice_fr_21727334.mp3,0.0235,fr,2,0,17913,Different Speaker,< 0.1
common_voice_fr_30553267.mp3,common_voice_fr_38166481.mp3,0.2083,fr,2,0,18168,Different Speaker,< 0.3
common_voice_fr_25588733.mp3,common_voice_fr_30988707.mp3,0.3861,fr,2,0,18164,Same Speaker,< 0.4
common_voice_fr_17915295.mp3,common_voice_fr_17915635.mp3,0.2251,fr,2,0,14964,Audio Quality Issue,< 0.3
common_voice_fr_25200431.mp3,common_voice_fr_30988707.mp3,0.3778,fr,2,0,18164,Same Speaker,< 0.4
common_voice_fr_22188661.mp3,common_voice_fr_23853284.mp3,0.4791,fr,2,0,18178,Not Sure,< 0.5
common_voice_gl_36499365.mp3,common_voice_gl_36504494.mp3,0.3552,gl,4,0,3961,Same Speaker,< 0.4
common_voice_gl_38119036.mp3,common_voice_gl_38119147.mp3,0.2262,gl,2,0,3987,Different Speaker,< 0.3
common_voice_gl_41578103.mp3,common_voice_gl_41585215.mp3,0.1687,gl,2,0,3697,Same Speaker,< 0.2
common_voice_gl_41501766.mp3,common_voice_gl_41502412.mp3,0.0533,gl,2,0,3817,Different Speaker,< 0.1
common_voice_gl_39797143.mp3,common_voice_gl_39797584.mp3,0.3935,gl,2,0,3883,Same Speaker,< 0.4
common_voice_gl_39522485.mp3,common_voice_gl_39533393.mp3,0.2592,gl,2,0,3947,Different Speaker,< 0.3
common_voice_gl_39499391.mp3,common_voice_gl_40205338.mp3,0.2263,gl,2,1,3753,Different Speaker,< 0.3
common_voice_gl_36487770.mp3,common_voice_gl_36487856.mp3,0.4962,gl,4,2,3644,Same Speaker,< 0.5
common_voice_gl_41498990.mp3,common_voice_gl_41501105.mp3,0.2537,gl,2,0,3345,Different Speaker,< 0.3
common_voice_gl_39840082.mp3,common_voice_gl_40477138.mp3,0.386,gl,2,0,4006,Audio Quality Issue,< 0.4
common_voice_gl_25383370.mp3,common_voice_gl_25589075.mp3,0.3565,gl,2,0,3998,Not Sure,< 0.4
common_voice_gl_41608150.mp3,common_voice_gl_41611229.mp3,0.1659,gl,3,1,2786,Different Speaker,< 0.2
common_voice_gl_39789796.mp3,common_voice_gl_39790398.mp3,0.129,gl,2,0,3853,Same Speaker,< 0.2
common_voice_gl_41500266.mp3,common_voice_gl_41501697.mp3,0.0799,gl,2,0,3694,Different Speaker,< 0.1
common_voice_gl_36504465.mp3,common_voice_gl_36504494.mp3,0.496,gl,4,0,3961,Same Speaker,< 0.5
common_voice_gl_30166650.mp3,common_voice_gl_40973447.mp3,0.4328,gl,2,0,3972,Not Sure,< 0.5
common_voice_gl_40176484.mp3,common_voice_gl_40477138.mp3,0.4736,gl,2,0,4006,Same Speaker,< 0.5
common_voice_gl_39886071.mp3,common_voice_gl_39898899.mp3,0.7542,gl,2,0,3821,Same Speaker,< 1.0
common_voice_gl_36626032.mp3,common_voice_gl_39505258.mp3,0.1311,gl,2,0,3992,Different Speaker,< 0.2
common_voice_gl_41714226.mp3,common_voice_gl_41761372.mp3,0.4309,gl,2,0,3719,Same Speaker,< 0.5
common_voice_gl_41611211.mp3,common_voice_gl_41615732.mp3,0.0033,gl,2,0,2837,Different Speaker,< 0.1
common_voice_gl_36943321.mp3,common_voice_gl_36943472.mp3,0.7743,gl,2,0,3932,Same Speaker,< 1.0
common_voice_gl_39800490.mp3,common_voice_gl_39892437.mp3,0.7519,gl,4,0,3984,Same Speaker,< 1.0
common_voice_gl_36798023.mp3,common_voice_gl_36813547.mp3,0.6168,gl,4,0,3919,Same Speaker,< 1.0
common_voice_gl_39844781.mp3,common_voice_gl_39844793.mp3,0.8022,gl,3,0,2822,Same Speaker,< 1.0
common_voice_gl_39489906.mp3,common_voice_gl_39508480.mp3,0.3029,gl,2,0,3940,Same Speaker,< 0.4
common_voice_gl_39786741.mp3,common_voice_gl_39847042.mp3,0.1742,gl,4,2,3939,Same Speaker,< 0.2
common_voice_gl_39817686.mp3,common_voice_gl_39824492.mp3,0.0955,gl,2,0,3790,Different Speaker,< 0.1
common_voice_gl_41557393.mp3,common_voice_gl_41565294.mp3,0.2476,gl,12,0,3716,Different Speaker,< 0.3
common_voice_gl_39789588.mp3,common_voice_gl_39790277.mp3,0.036,gl,2,0,3951,Different Speaker,< 0.1
common_voice_gn_35776667.mp3,common_voice_gn_37849810.mp3,0.2513,gn,2,1,55,Same Speaker,< 0.3
common_voice_gn_26662171.mp3,common_voice_gn_26662194.mp3,0.4908,gn,2,1,56,Same Speaker,< 0.5
common_voice_gn_26774442.mp3,common_voice_gn_37887518.mp3,0.6823,gn,2,0,81,Same Speaker,< 1.0
common_voice_gn_26587004.mp3,common_voice_gn_26597611.mp3,0.3497,gn,2,0,75,Same Speaker,< 0.4
common_voice_gn_35824507.mp3,common_voice_gn_37849810.mp3,0.2746,gn,2,0,55,Audio Quality Issue,< 0.3
common_voice_gn_34915378.mp3,common_voice_gn_34915379.mp3,0.3631,gn,2,0,54,Same Speaker,< 0.4
common_voice_gn_31504618.mp3,common_voice_gn_37887518.mp3,0.399,gn,2,0,81,Same Speaker,< 0.4
common_voice_gn_27152225.mp3,common_voice_gn_28655250.mp3,0.2472,gn,2,0,74,Same Speaker,< 0.3
common_voice_gn_26661484.mp3,common_voice_gn_26661488.mp3,0.229,gn,2,1,41,Same Speaker,< 0.3
common_voice_gn_32412749.mp3,common_voice_gn_32683376.mp3,0.4925,gn,2,0,61,Same Speaker,< 0.5
common_voice_gn_26380371.mp3,common_voice_gn_37887518.mp3,0.29,gn,2,0,81,Same Speaker,< 0.3
common_voice_gn_28522903.mp3,common_voice_gn_37887518.mp3,0.6649,gn,2,0,81,Same Speaker,< 1.0
common_voice_gn_26656213.mp3,common_voice_gn_26656216.mp3,0.4503,gn,2,1,46,Same Speaker,< 0.5
common_voice_gn_26586994.mp3,common_voice_gn_26597611.mp3,0.4998,gn,2,0,75,Not Sure,< 0.5
common_voice_gn_26616907.mp3,common_voice_gn_26616928.mp3,0.5326,gn,2,0,52,Same Speaker,< 1.0
common_voice_gn_27531329.mp3,common_voice_gn_27532758.mp3,0.3959,gn,2,0,79,Same Speaker,< 0.4
common_voice_gn_26663078.mp3,common_voice_gn_26663122.mp3,0.7809,gn,2,0,69,Same Speaker,< 1.0
common_voice_gn_26988921.mp3,common_voice_gn_28655250.mp3,0.3878,gn,2,0,74,Same Speaker,< 0.4
common_voice_gn_34152955.mp3,common_voice_gn_34907869.mp3,0.6927,gn,2,0,80,Same Speaker,< 1.0
common_voice_gn_32377162.mp3,common_voice_gn_32380187.mp3,0.4133,gn,2,0,76,Same Speaker,< 0.5
common_voice_ha_28480464.mp3,common_voice_ha_31171515.mp3,0.3867,ha,2,1,19,Different Speaker,< 0.4
common_voice_ha_28491201.mp3,common_voice_ha_31171515.mp3,0.3719,ha,2,0,19,Different Speaker,< 0.4
common_voice_ha_30330828.mp3,common_voice_ha_30358484.mp3,0.3874,ha,3,0,17,Not Sure,< 0.4
common_voice_ha_28497079.mp3,common_voice_ha_29695740.mp3,0.6083,ha,2,0,18,Same Speaker,< 1.0
common_voice_ha_26837384.mp3,common_voice_ha_28665994.mp3,0.2524,ha,2,0,20,Same Speaker,< 0.3
common_voice_ha_26839230.mp3,common_voice_ha_28665994.mp3,0.6896,ha,2,0,20,Same Speaker,< 1.0
common_voice_ha_28554940.mp3,common_voice_ha_30358484.mp3,0.4941,ha,2,0,17,Same Speaker,< 0.5
common_voice_ha_27332794.mp3,common_voice_ha_31171515.mp3,0.4405,ha,2,0,19,Same Speaker,< 0.5
common_voice_ha_26872893.mp3,common_voice_ha_28665994.mp3,0.7772,ha,2,0,20,Same Speaker,< 1.0
common_voice_ha_28391573.mp3,common_voice_ha_31171515.mp3,0.435,ha,2,0,19,Not Sure,< 0.5
common_voice_ha_28657689.mp3,common_voice_ha_28665994.mp3,0.7232,ha,2,0,20,Same Speaker,< 1.0
common_voice_ha_27799276.mp3,common_voice_ha_31171515.mp3,0.4918,ha,2,0,19,Not Sure,< 0.5
common_voice_ha_28554733.mp3,common_voice_ha_30358484.mp3,0.2866,ha,2,0,17,Not Sure,< 0.3
common_voice_ha_28491280.mp3,common_voice_ha_31171515.mp3,0.3869,ha,2,0,19,Different Speaker,< 0.4
common_voice_ha_28650871.mp3,common_voice_ha_30358484.mp3,0.2385,ha,2,0,17,Different Speaker,< 0.3
common_voice_ha_27006972.mp3,common_voice_ha_31171515.mp3,0.2995,ha,2,0,19,Different Speaker,< 0.3
common_voice_ha_28568500.mp3,common_voice_ha_30358484.mp3,0.4219,ha,2,0,17,Different Speaker,< 0.5
common_voice_ha_26837399.mp3,common_voice_ha_28665994.mp3,0.6935,ha,2,0,20,Same Speaker,< 1.0
common_voice_ha_28491267.mp3,common_voice_ha_31171515.mp3,0.3989,ha,2,0,19,Different Speaker,< 0.4
common_voice_ha_27016366.mp3,common_voice_ha_31171515.mp3,0.2476,ha,2,1,19,Not Sure,< 0.3
common_voice_hi_25983931.mp3,common_voice_hi_25988821.mp3,0.3998,hi,2,0,290,Same Speaker,< 0.4
common_voice_hi_26088251.mp3,common_voice_hi_26152444.mp3,0.1615,hi,2,0,298,Different Speaker,< 0.2
common_voice_hi_26132046.mp3,common_voice_hi_26152444.mp3,0.0317,hi,2,1,298,Different Speaker,< 0.1
common_voice_hi_25233661.mp3,common_voice_hi_25242691.mp3,0.2886,hi,2,0,302,Different Speaker,< 0.3
common_voice_hi_26353003.mp3,common_voice_hi_32218997.mp3,0.7224,hi,2,0,308,Same Speaker,< 1.0
common_voice_hi_25983838.mp3,common_voice_hi_25988821.mp3,0.2877,hi,2,0,290,Same Speaker,< 0.3
common_voice_hi_25745711.mp3,common_voice_hi_25869482.mp3,0.3777,hi,2,0,256,Not Sure,< 0.4
common_voice_hi_26088192.mp3,common_voice_hi_26152444.mp3,0.1264,hi,2,0,298,Different Speaker,< 0.2
common_voice_hi_26955805.mp3,common_voice_hi_26956378.mp3,0.4862,hi,2,0,295,Same Speaker,< 0.5
common_voice_hi_25983596.mp3,common_voice_hi_25988821.mp3,0.1478,hi,2,0,290,Same Speaker,< 0.2
common_voice_hi_25983933.mp3,common_voice_hi_25988821.mp3,0.2712,hi,2,0,290,Same Speaker,< 0.3
common_voice_hi_27592094.mp3,common_voice_hi_27860377.mp3,0.0208,hi,2,0,299,Different Speaker,< 0.1
common_voice_hi_26040855.mp3,common_voice_hi_32218997.mp3,0.7325,hi,2,0,308,Same Speaker,< 1.0
common_voice_hi_26043774.mp3,common_voice_hi_32218997.mp3,0.7607,hi,2,0,308,Same Speaker,< 1.0
common_voice_hi_25983850.mp3,common_voice_hi_25988821.mp3,0.2116,hi,2,0,290,Same Speaker,< 0.3
common_voice_hi_26358146.mp3,common_voice_hi_26467674.mp3,0.5593,hi,2,0,306,Not Sure,< 1.0
common_voice_hi_25983957.mp3,common_voice_hi_25988821.mp3,0.2193,hi,2,0,290,Not Sure,< 0.3
common_voice_hi_26131362.mp3,common_voice_hi_26152444.mp3,0.0928,hi,2,1,298,Different Speaker,< 0.1
common_voice_hi_25982602.mp3,common_voice_hi_25988821.mp3,0.3133,hi,2,0,290,Same Speaker,< 0.4
common_voice_hi_26060736.mp3,common_voice_hi_26467674.mp3,0.462,hi,2,0,306,Same Speaker,< 0.5
common_voice_hi_25983762.mp3,common_voice_hi_25988821.mp3,0.3614,hi,2,0,290,Same Speaker,< 0.4
common_voice_hi_25982605.mp3,common_voice_hi_25988821.mp3,-0.0218,hi,2,0,290,Same Speaker,< 0.1
common_voice_hi_26127945.mp3,common_voice_hi_26152444.mp3,0.1318,hi,2,1,298,Different Speaker,< 0.2
common_voice_hi_26202843.mp3,common_voice_hi_32218997.mp3,0.6995,hi,2,0,308,Same Speaker,< 1.0
common_voice_hi_27592074.mp3,common_voice_hi_27860377.mp3,0.0352,hi,2,1,299,Different Speaker,< 0.1
common_voice_hi_25233639.mp3,common_voice_hi_25242691.mp3,0.4925,hi,2,0,302,Different Speaker,< 0.5
common_voice_hi_25983942.mp3,common_voice_hi_25988821.mp3,0.3396,hi,2,0,290,Not Sure,< 0.4
common_voice_hi_25983327.mp3,common_voice_hi_25988821.mp3,0.4382,hi,2,0,290,Same Speaker,< 0.5
common_voice_hi_26131988.mp3,common_voice_hi_26152444.mp3,0.1517,hi,2,1,298,Different Speaker,< 0.2
common_voice_hi_24510971.mp3,common_voice_hi_24782775.mp3,0.4702,hi,2,1,305,Not Sure,< 0.5
common_voice_hsb_20974180.mp3,common_voice_hsb_20974182.mp3,0.8875,hsb,2,0,8,Same Speaker,< 1.0
common_voice_hsb_20763526.mp3,common_voice_hsb_20957835.mp3,0.1634,hsb,2,0,20,Different Speaker,< 0.2
common_voice_hsb_23844477.mp3,common_voice_hsb_23997302.mp3,0.3447,hsb,2,0,15,Different Speaker,< 0.4
common_voice_hsb_20851107.mp3,common_voice_hsb_20851359.mp3,0.4645,hsb,2,0,18,Not Sure,< 0.5
common_voice_hsb_20763525.mp3,common_voice_hsb_20957835.mp3,0.1711,hsb,2,0,20,Same Speaker,< 0.2
common_voice_hsb_23844475.mp3,common_voice_hsb_23997302.mp3,0.3582,hsb,2,0,15,Not Sure,< 0.4
common_voice_hsb_23844470.mp3,common_voice_hsb_23997302.mp3,0.49370000000000003,hsb,2,1,15,Not Sure,< 0.5
common_voice_hsb_20763527.mp3,common_voice_hsb_20957835.mp3,0.2143,hsb,2,0,20,Different Speaker,< 0.3
common_voice_hsb_20369019.mp3,common_voice_hsb_20957835.mp3,0.7054,hsb,2,0,20,Different Speaker,< 1.0
common_voice_hsb_20359552.mp3,common_voice_hsb_20957835.mp3,0.6724,hsb,2,0,20,Same Speaker,< 1.0
common_voice_hsb_20359446.mp3,common_voice_hsb_20957835.mp3,0.6584,hsb,2,0,20,Same Speaker,< 1.0
common_voice_hsb_23844668.mp3,common_voice_hsb_23997302.mp3,0.2991,hsb,2,1,15,Same Speaker,< 0.3
common_voice_hsb_23844488.mp3,common_voice_hsb_23997302.mp3,0.3467,hsb,2,0,15,Different Speaker,< 0.4
common_voice_hsb_23844491.mp3,common_voice_hsb_23997302.mp3,0.3576,hsb,2,0,15,Different Speaker,< 0.4
common_voice_hsb_21607128.mp3,common_voice_hsb_21607130.mp3,0.7963,hsb,2,0,12,Same Speaker,< 1.0
common_voice_hsb_20367436.mp3,common_voice_hsb_20957835.mp3,0.4753,hsb,2,0,20,Different Speaker,< 0.5
common_voice_hsb_20851113.mp3,common_voice_hsb_20851359.mp3,0.4991,hsb,2,0,18,Same Speaker,< 0.5
common_voice_hsb_20851090.mp3,common_voice_hsb_20851359.mp3,0.4244,hsb,2,0,18,Same Speaker,< 0.5
common_voice_hsb_20763528.mp3,common_voice_hsb_20957835.mp3,0.2038,hsb,2,0,20,Different Speaker,< 0.3
common_voice_hsb_23844669.mp3,common_voice_hsb_23997302.mp3,0.3915,hsb,2,0,15,Same Speaker,< 0.4
common_voice_hu_37029063.mp3,common_voice_hu_37063005.mp3,0.7781,hu,4,0,1268,Same Speaker,< 1.0
common_voice_hu_37126010.mp3,common_voice_hu_37126044.mp3,0.0962,hu,2,0,981,Different Speaker,< 0.1
common_voice_hu_23824737.mp3,common_voice_hu_27873364.mp3,0.7683,hu,2,0,1475,Same Speaker,< 1.0
common_voice_hu_37838838.mp3,common_voice_hu_37838893.mp3,0.0814,hu,2,0,678,Different Speaker,< 0.1
common_voice_hu_23631302.mp3,common_voice_hu_23635899.mp3,0.2104,hu,2,1,1465,Same Speaker,< 0.3
common_voice_hu_37331029.mp3,common_voice_hu_37331094.mp3,0.3852,hu,2,0,706,Same Speaker,< 0.4
common_voice_hu_25032497.mp3,common_voice_hu_25090401.mp3,0.6966,hu,2,0,1474,Same Speaker,< 1.0
common_voice_hu_36966931.mp3,common_voice_hu_37300133.mp3,0.008,hu,2,0,1381,Different Speaker,< 0.1
common_voice_hu_23136497.mp3,common_voice_hu_23348192.mp3,0.3933,hu,2,0,1419,Same Speaker,< 0.4
common_voice_hu_37152571.mp3,common_voice_hu_37152574.mp3,0.249,hu,2,0,756,Different Speaker,< 0.3
common_voice_hu_23637226.mp3,common_voice_hu_32394106.mp3,0.3198,hu,2,0,1453,Same Speaker,< 0.4
